#GeneID	Symbol	Synonyms	chromosome	map_location
388272	C16orf87	-	16	16q11.2
388275	HNRNPA1P7	HNRPA1L3	18	18q12.1
388276	C16orf97	-	16	16q12.1
388282	LOC388282	-	16	16q21
388284	C16orf86	-	16	16q22.1
388289	C16orf47	-	16	16q22.3
388323	GLTPD2	-	17	17p13.2
388324	INCA1	HSD45	17	17p13.2
388325	SCIMP	C17orf87|UNQ5783	17	17p13.2
388327	C17orf100	-	17	17p13.1
388333	SPDYE4	-	17	17p13.1
388335	TMEM220	-	17	17p13.1
388336	SHISA6	-	17	17p12
388339	RPS18P12	RPS18_4_1516	17	17p12
388341	LRRC75A	C17orf76|FAM211A	17	17p11.2
388344	RPL13P12	RPL13_4_1521	17	17p11.2
388363	RPS7P1	RPS7_4_1531	17	17q11.2
388364	TMIGD1	TMIGD|UNQ9372	17	17q11.2
388372	CCL4L1	AT744.2|CCL4L|LAG-1|LAG1|MIP-1-beta|SCYA4L|SCYA4L1|SCYA4L2	17	17q12
388381	C17orf98	-	17	17q12
388387	LINC00671	-	17	17q21.31
388389	CCDC103	CILD17|PR46b|SMH	17	17q21.31
388394	RPRML	-	17	17q21.32
388401	RPL7P48	RPL7_19_1558	17	17q21.33
388403	YPEL2	FKSG4	17	17q22
388406	LINC01999	-	17	17q23.2
388407	C17orf82	-	17	17q23.2
388419	BTBD17	BTBD17A|LGALS3BPL|TANGO10A	17	17q25.1
388428	PVALEF	AATK-AS1	17	17q25.3
388436	LOC388436	-	17	17p11.2
388456	LINC01904	-	18	18p11.32
388460	RPL6P22	RPL6_7_890	8	8p12
388468	POTEC	A26B2|CT104.6|POTE-18|POTE18	18	18p11.21
388474	RPL7AP66	RPL7A_30_1597	18	18q12.2
388478	SDCCAG3P1	SDCCAG3L	18	18q21.32
388499	LYPLA2P2	-	19	19p13.2
388503	C3P1	CPLP	19	19p13.2
388507	ZNF788P	ZNF788	19	19p13.2
388512	CLEC17A	-	19	19p13.12
388514	CYP4F24P	-	19	19p13.12
388523	ZNF728	-	19	19p12
388524	RPSAP58	RPSA_30_1642	19	19p12
388531	RGS9BP	PERRS|R9AP|RGS9	19	19q13.11
388532	RPL21P131	RPL21_64_1647	19	19q13.11
388533	KRTDAP	KDAP|UNQ467	19	19q13.12
388536	ZNF790	-	19	19q13.12
388550	CEACAM22P	-	19	19q13.31
388551	CEACAM16	CEAL2|DFNA4B	19	19q13.31-q13.32
388552	BLOC1S3	BLOS3|HPS8|RP	19	19q13.32
388553	BHMG1	HMGDC	19	19q13.32
388555	IGFL3	UNQ483	19	19q13.32
388556	RPS9P4	RPS9_1_1662	19	19q13.33
388558	ZNF808	-	19	19q13.41
388559	ZNF888	-	19	19q13.41
388560	ERVFRD-2	-	19	19q13.41
388561	ZNF761	ZNF468	19	19q13.42
388564	TMEM238	-	19	19q13.42
388566	ZNF470	CZF-1	19	19q13.43
388567	ZNF749	-	19	19q13.43
388569	ZNF324B	-	19	19q13.43
388572	LOC388572	-	11	11p15.5
388574	RPL23AP87	-	17	17q25.3
388579	TUBB8P11	-	1	1p36.33
388581	C1QTNF12	C1QDC2|CTRP12|FAM132A	1	1p36.33
388585	HES5	bHLHb38	1	1p36.32
388588	SMIM1	Vel	1	1p36.32
388591	RNF207	C1orf188	1	1p36.31
388595	TMEM82	-	1	1p36.21
388605	HS6ST1P1	HS6ST1P	1	1p36.12
388606	SDHDP7	-	1	1p36.11
388610	TRNP1	C1orf225|TNRP	1	1p36.11
388611	CD164L2	EAPG6122|UNQ6122	1	1p36.11
388621	RPL21P20	RPL21_3_36	1	1p34.2
388630	TRABD2B	TIKI2	1	1p33
388633	LDLRAD1	-	1	1p32.3
388646	GBP7	GBP4L	1	1p22.2
388649	C1orf146	-	1	1p22.1
388650	FAM69A	-	1	1p22.1
388662	SLC6A17	MRT48|NTT4	1	1p13.3
388667	C1orf137	-	1	1p13.1
388677	NOTCH2NLA	N2N|NOTCH2NL	1	1q21.1
388685	LINC01138	LINC00875	1	1q21.2
388692	LINC02591	-	1	1q21.1
388695	LYSMD1	SB145	1	1q21.3
388697	HRNR	FLG3|S100A16|S100a18	1	1q21.3
388698	FLG2	IFPS	1	1q21.3
388699	LINC00302	C1orf46|NCRNA00302|xp33	1	1q21.3
388701	C1orf189	-	1	1q21.3
388707	RPSAP18	RPSA_4_107	1	1q23.2
388714	FMO6P	FMO6	1	1q24.3
388719	LINC00272	C1orf120|NCRNA00272	1	1q25.3
388722	C1orf53	-	1	1q31.3
388730	TMEM81	HC3107|KVLA2788|UNQ2788	1	1q32.1
388734	LOC388734	-	1	1q32.2
388743	CAPN8	nCL-2	1	1q41
388753	COA6	C1orf31|CEMCOX4	1	1q42.2
388759	C1orf229	-	1	1q44
388761	OR14A2	OR5AX1|OR5AX1P	1	1q44
388762	OR2M1P	JCG10|OR2M1|OST037	1	1q44
388780	LOC388780	-	20	20p13
388789	SMIM26	LINC00493	20	20p11.23
388795	EFCAB8	-	20	20q11.21
388796	SNHG17	-	20	20q11.23
388799	FAM209B	C20orf107|dJ1153D9.4	20	20q13.31
388813	LOC388813	-	21	21q11.2
388815	MIR99AHG	C21orf34|C21orf35|LINC00478|MONC	21	21q21.1
388818	KRTAP26-1	-	21	21q22.11
388820	SMIM34A	-	21	21q22.12
388830	LINC00316	C21orf111|NCRNA00316|PRED59	21	21q22.3
388849	CCDC188	-	22	22q11.21
388882	LINC01658	-	22	22q11.23
388885	RPS10P29	-	22	22q11.23
388886	LRRC75B	C22orf36|FAM211B	22	22q11.23
388906	OGFRP1	-	22	22q13.2
388907	RPL5P34	RPL5_15_1754	22	22q13.2
388910	LINC00207	NCRNA00207	22	22q13.31
388925	PSMC1P10	-	2	2p24.2
388931	MFSD2B	-	2	2p23.3
388939	PCARE	C2orf71|RP54	2	2p23.2
388942	LINC01913	-	2	2p21
388946	TMEM247	-	2	2p21
388948	LINC01118	-	2	2p21
388951	TSPYL6	-	2	2p16.2
388955	LOC388955	-	2	2p15
388960	C2orf78	COG5373|hCG1989538	2	2p13.1
388962	BOLA3	MMDS2	2	2p13.1
388963	C2orf81	hCG40743	2	2p13.1
388965	FUNDC2P2	-	2	2p11.2
388969	C2orf68	HCRCN81	2	2p11.2
388996	LOC388996	-	2	2p11.2
389000	SLC9B1P2	NHEDC1P2	2	2p11.1
389015	SLC9A4	NHE4	2	2q12.1
389023	DPP10-AS1	-	2	2q14.1
389033	PLAC9P1	-	2	2q21.1
389043	LINC01120	-	2	2q21.1
389053	HNRNPKP2	-	2	2q22.1
389058	SP5	-	2	2q31.1
389072	PLEKHM3	DAPR|PLEKHM1L	2	2q33.3
389073	C2orf80	GONDA1	2	2q33.3
389075	RESP18	-	2	2q35
389084	SNORC	ASCL830|C2orf82|UNQ830	2	2q37.1
389090	OR6B2	OR2-1|OR6B2P	2	2q37.3
389101	RPL23AP43	RPL23A_16_360	3	3p22.3
389112	RPS27P4	RPS27_5_366	3	3p22.1
389114	ZNF662	-	3	3p22.1
389118	CDHR4	CDH29|PRO34300	3	3p21.31
389119	INKA1	C3orf54|FAM212A	3	3p21.31
389120	ACTBP13	-	3	3p21.31
389123	IQCF2	-	3	3p21.2
389124	IQCF5	-	3	3p21.2
389125	MUSTN1	MUSTANG	3	3p21.1
389127	RPS10P10	RPS10_4_378	3	3p14.2
389136	VGLL3	VGL-3|VGL3	3	3p12.1
389137	ARMC10P1	-	3	3q11.2
389141	RPSAP29	RPSA_6_392	3	3q13.13
389144	OR7E130P	OST702	3	3q21.2
389151	PRR23B	-	3	3q23
389152	PRR23C	-	3	3q23
389156	RPL21P39	RPL21_14_415	3	3q24
389158	PLSCR5	-	3	3q24
389160	CPHL1P	CPHL1	3	3q25.1
389161	ANKUB1	C3orf16	3	3q25.1
389168	SETP14	-	3	3q25.31
389170	LEKR1	-	3	3q25.31
389177	TMEM212	-	3	3q26.31
389179	EEF1A1P8	EEF1AL6	3	3q27.1
389180	5-HT3C2	-	3	3q27.1
389197	C4orf50	-	4	4p16.1
389199	LOC389199	-	4	4p16.1
389203	SMIM20	C4orf52|MITRAC7|PNX	4	4p15.2
389206	BEND4	CCDC4	4	4p13
389207	GRXCR1	DFNB25|PPP1R88	4	4p13
389208	TMPRSS11F	-	4	4q13.2
389217	SETP20	-	4	4q25
389223	EEF1A1P35	-	4	4q28.3
389240	NACA3P	NACA3	4	4q32.3
389246	VTI1BP2	-	4	4q35.1
389247	LOC389247	-	4	4q35.1
389249	LOC389249	-	4	4q35.2
389257	LRRC14B	-	5	5p15.33
389273	LINC02213	-	5	5p15.2
389289	ANXA2R	AX2R|AXIIR|C5orf39	5	5p12
389293	ISCA1P1	ISCA1L	5	5q12.1
389320	TEX43	C5orf48|Tseg7	5	5q23.2
389322	HNRNPKP1	-	5	5q23.2
389332	SMIM32	-	5	5q31.1
389333	PROB1	C5orf65	5	5q31.2
389336	C5orf46	SSSP1	5	5q32
389337	ARHGEF37	-	5	5q32
389342	RPL10P9	RPL10_1_637	5	5q34
389362	PSMG4	C6orf86|PAC4|bA506K6.2	6	6p25.2
389376	SFTA2	GSGL541|SFTPG|SP-G|UNQ541	6	6p21.33
389383	CLPSL2	AAAL3045|C6orf126|UNQ3045|dJ510O8.5	6	6p21.31
389384	C6orf222	-	6	6p21.31
389386	LAP3P2	-	6	6p21.2
389395	HNRNPA3P4	-	6	6p12.3
389396	GLYATL3	C6orf140|bA28H17.2	6	6p12.3
389400	GFRAL	C6orf144|GRAL|UNQ9356|bA360D14.1	6	6p12.1
389404	RPL9P18	RPL9_6_709	6	6q12
389416	BDH2P1	DHRS6P1|bA758C21.1	6	6q16.2
389421	LIN28B	CSDD2	6	6q16.3-q21
389424	PA2G4P5	PA2G4L2	6	6q21
389428	RPL5P18	RPL5_11_750	6	6q22.33
389432	SAMD5	dJ875H10.1	6	6q24.3
389434	IYD	C6orf71|DEHAL1|IYD-1|TDH4	6	6q25.1
389435	RPL27AP6	RPL27A_4_770	6	6q25.2
389458	RBAKDN	-	7	7p22.1
389465	LOC389465	-	7	7p21.3
389472	RPS26P32	RPS26|RPS26_13_792	7	7p15.3
389473	LOC389473	-	7	7p15.3
389493	NUPR2	NUPR1L	7	7p11.2
389524	GTF2IRD2B	-	7	7q11.23
389537	OR7E38P	OR7E76|OST127	7	7q21.3
389538	CCZ1P-OR7E38P	-	7	7q21.3
389541	LAMTOR4	C7orf59	7	7q22.1
389549	FEZF1	FEZ|HH22|ZNF312B	7	7q31.32
389558	FAM180A	UNQ1940	7	7q33
389599	STRADBP1	ALS2CR2P1|STLK6ps1	7	7q36.1
389602	LOC389602	-	7	7q36.3
389610	XKR5	HARL2754|UNQ2754|XRG5A|XRG5BM	8	8p23.1
389611	FAM90A3P	FAM90A3	8	8p23.1
389616	OR7E125P	PJCG6	8	8p23.1
389618	FAM90A6P	-	8	8p23.1
389626	OR7E161P	-	8	8p23.1
389630	FAM90A15P	FAM90A15	8	8p23.1
389631	ZNF705CP	ZNF705C	8	8p23.1
389633	FAM90A25P	-	8	8p23.1
389634	LINC00937	-	12	12p13.31
389641	LOC389641	-	8	8p21.3
389643	NUGGC	C8orf80|HMFN0672|SLIP-GC	8	8p21.1
389644	RPL5P22	RPL5_12_886	8	8p21.1
389649	C8orf86	-	8	8p11.22
389652	ASNSP1	ASNSL1	8	8q11.1
389655	RPL29P19	RPL29_7_901	8	8q11.21
389658	ALKAL1	AUGA|AUGB|FAM150A|UNQ9433	8	8q11.23
389662	SEPT10P1	DKFZP564M1416	8	8q12.1
389668	XKR9	XRG9	8	8q13.3
389672	RPSAP47	RPSA_19_921	8	8q21.13
389674	HNRNPA1P4	HNRPA1P4	8	8q21.13
389676	C8orf87	-	8	8q22.1
389677	RBM12B	MGC:33837	8	8q22.1
389690	MROH5	-	8	8q24.3
389692	MAFA	INSDM|RIPE3b1|hMafA	8	8q24.3
389705	LOC389705	-	9	9p22.3
389715	FAM205BP	C9orf144|C9orf144A|FAM205B	9	9p13.3
389727	FKBP4P2	-	9	9p12
389730	SPATA31A6	FAM75A6	9	9p11.2
389740	ADGRF5P1	GPR116P1	9	9q13
389741	GLIDR	LINC01172|TCONS_00015562	9	9p12
389747	MEP1AP3	-	9	9q21.11
389756	AQP7P2	-	9	9q13
389761	SPATA31D4	FAM75D4	9	9q21.32
389762	SPATA31D3	FAM75D3	9	9q21.32
389763	SPATA31D1	FAM75D1	9	9q21.32
389765	LOC389765	-	9	9q21.33
389766	C9orf153	bA507D14.1	9	9q21.33
389768	LOC389768	-	9	9q22.1
389787	TPT1P9	-	9	9q33.1
389791	PTGES2-AS1	-	9	9q34.11
389792	IER5L	bA247A12.2	9	9q34.11
389799	CFAP77	C9orf171	9	9q34.13
389812	LCN15	PRO6093|UNQ2541	9	9q34.3
389813	AJM1	C9orf172|ajm-1	9	9q34.3
389816	LRRC26	CAPC|bA350O14.10	9	9q34.3
389827	MYMK	MYOMAKER|TMEM226|TMEM8C	9	9q34.2
389831	LOC389831	-	7	-
389834	LOC389834	-	Un	-
389840	MAP3K15	ASK3|bA723P2.3	X	Xp22.12
389842	LOC389842	-	X	Xp21.3
389844	FTH1P19	FTHL19	X	Xp21.1
389849	GAPDHP65	GAPDHL10|GAPDL10	X	Xp11.3
389852	SPACA5	LYC5|LYZL5|PNPK6288|SLLP-X|SLLP2|UNQ6288	X	Xp11.23
389856	USP27X	MRX105|USP22L|USP27	X	Xp11.23
389857	CENPVL1	CENPVP1|PRR6L1	X	Xp11.22
389860	PAGE2B	CT16.5|GAGEE3|PAGE-2B	X	Xp11.21
389866	SERBP1P1	SERBP1P	X	Xq13.1
389873	SEPHS1P4	-	X	Xq13.2
389874	ZCCHC13	CNBP2|ZNF9L	X	Xq13.2
389884	PA2G4P1	PA2G4P	X	Xq24
389895	LOC389895	-	X	Xq27.1
389898	UBE2NL	Li174	X	Xq27.3
389901	XRCC6P2	-	X	Xq28
389903	CSAG3	CSAG3A|CT24.2	X	Xq28
389906	LOC389906	-	X	Xp22.33
389932	AKR1C6P	TAKR	10	10p15.1
389935	PRPF38AP1	-	10	10p14
389941	C1QL3	C1QTNF13|C1ql|CTRP13|K100	10	10p13
389948	MKNK2P1	-	10	10p11.21
389970	GAPDHP21	-	10	10q21.1
389976	ACTBP14	-	10	10q22.1
389990	RPA2P2	-	10	10q23.1
389992	RPL7P34	RPL7_14_1078	10	10q23.31
389997	NIP7P1	-	10	10q23.33
390003	GUCY2GP	GUCY2G	10	10q25.2
390006	PPIAP19	bA108K1.2	10	10q25.3
390007	TOMM22P5	-	10	10q26.11
390010	NKX1-2	C10orf121|NKX-1.1|bB238F13.2	10	10q26.13
390012	OR6L1P	-	10	10q26.3
390028	OR4F2P	HS191N21|OR4F2|S191N21|hs6M1-11	11	11p15.5
390029	LOC390029	-	11	11p15.5
390030	OR55B1P	OR55B2P|OR55C1P	11	11p15.4
390031	SSU72P2	-	11	11p15.4
390033	SSU72P7	-	11	11p15.4
390034	OR51R1P	-	11	11p15.4
390035	OR52K3P	-	11	11p15.4
390036	OR52K1	OR11-8	11	11p15.4
390037	OR52I1	OR11-13	11	11p15.4
390038	OR51D1	OR11-14|OR51D1Q	11	11p15.4
390039	OR51A9P	-	11	11p15.4
390040	OR51F5P	-	11	11p15.4
390041	OR51C4P	-	11	11p15.4
390043	OR51F3P	-	11	11p15.4
390044	OR51F4P	-	11	11p15.4
390046	OR51A6P	-	11	11p15.4
390053	OR52A4P	OR52A4	11	11p15.4
390054	OR52A5	OR11-33	11	11p15.4
390058	OR51B6	HOR5'Beta6	11	11p15.4
390059	OR51M1	HOR5'Beta7|OR11-40	11	11p15.4
390061	OR51Q1	-	11	11p15.4
390063	OR51I1	-	11	11p15.4
390064	OR51I2	OR11-38	11	11p15.4
390066	OR52D1	OR11-43	11	11p15.4
390067	OR52H1	OR11-41|OR11-45	11	11p15.4
390072	OR52N4	OR11-64	11	11p15.4
390073	OR56B2P	OR11-63|OR56B2	11	11p15.4
390075	OR52N5	OR11-62|OR52N5Q	11	11p15.4
390077	OR52N2	OR11-57	11	11p15.4
390078	OR52E6	OR11-58	11	11p15.4
390079	OR52E8	OR11-54	11	11p15.4
390081	OR52E4	OR11-55	11	11p15.4
390082	OR52E5	OR11-56	11	11p15.4
390083	OR56A3	OR56A2P|OR56A3P|OR56A6	11	11p15.4
390084	OR56A5	OR56A5P	11	11p15.4
390091	OR10AB1P	-	11	11p15.4
390093	OR10A6	OR11-96	11	11p15.4
390098	LOC390098	-	11	11p15.1
390099	LOC390099	-	11	11p15.1
390101	LOC390101	-	11	11p15.1
390102	PCNAP4	-	11	11p15.1
390107	RPS24P15	RPS24_5_1135	11	11p13
390110	ACCSL	-	11	11p11.2
390113	OR4X1	OR11-104	11	11p11.2
390116	OR4A40P	-	11	11p11.2
390117	OR4A43P	-	11	11p11.2
390131	OR4A6P	-	11	11q11
390133	OR4A2P	-	11	11q11
390134	OR4A4P	OR4A4	11	11q11
390136	OR4A11P	-	11	11q11
390137	OR4A9P	-	11	11q11
390138	OR4A10P	OR4A25P	11	11q11
390139	OR4A17P	OR4A22P	11	11q11
390142	OR5D13	-	11	11q11
390144	OR5D16	OR11-154	11	11q12.1
390148	OR5W2	OR5W2P|OR5W3P	11	11q12.1
390151	OR8H2	OR11-171	11	11q12.1
390152	OR8H3	OR11-172	11	11q12.1
390154	OR5T3	OR11-178|OR5T3Q	11	11q12.1
390155	OR5T1	OR11-179|OR5T1P	11	11q12.1
390157	OR8K1	OR11-182|OR8N1P	11	11q12.1
390158	RPL5P29	RPL5_15_1144	11	11q12.1
390162	OR5M9	OR11-190	11	11q12.1
390166	OR5M5P	-	11	11q12.1
390167	OR5M10	OR11-207	11	11q12.1
390168	OR5M1	OR11-208|OST050	11	11q12.1
390174	OR9G1	OR9G5	11	11q12.1
390181	OR5AK2	-	11	11q12.1
390183	RPS4XP13	RPS4P13|RPS4X_3_1145	11	11q12.1
390186	OR5B10P	OR13-34|OR13-64|OR13-67|OR5B10|OR5B11|OR5B11P|OR5B18P|OR5B4P	11	11q12.1
390190	OR5B2	OR11-240|OST073	11	11q12.1
390191	OR5B12	OR11-241|OR5B12P|OR5B16|OST743	11	11q12.1
390195	OR5AN1	OR11-244	11	11q12.1
390197	OR4D10	OR11-251|OR4D10P|OST711	11	11q12.1
390199	OR4D9	OR11-253	11	11q12.1
390201	OR10V1	OR11-256	11	11q12.1
390203	SRD5A3P1	-	11	11q12.1
390205	LRRC10B	-	11	11q12.2
390206	RPS2P37	RPS2_14_1147	11	11q12.3
390211	KRT8P26	-	11	11q13.1
390212	GPR152	PGR5	11	11q13.2
390213	DOC2GP	-	11	11q13.2
390215	OR7E145P	-	11	11q13.2
390218	IFITM9P	-	11	11q13.3
390221	FOLR1P1	FOLR1P|KB-1	11	11q13.4
390224	OR2AT2P	-	11	11q13.4
390225	OR2AT1P	-	11	11q13.4
390226	GUCY2EP	GC-E|GCD|GUCY2E	11	11q13.5
390228	RPL7AP54	RPL7A_22_1161	11	11q14.1
390231	TRIM77	TRIM77P	11	11q14.3
390233	TRIM64FP	-	2	2q11.1
390239	NDUFB11P1	NDUFB11P	11	11q14.3
390243	IZUMO1R	FOLR4|Folbp3|JUNO	11	11q21
390245	KDM4E	JMJD2E|KDM4DL|KDM5E	11	11q21
390250	LOC390250	-	11	11q22.3
390251	LOC390251	-	11	11q23.2
390255	LOC390255	-	11	11q23.3
390259	BSX	BSX1	11	11q24.1
390260	OR6X1	OR11-270	11	11q24.1
390261	OR6M1	OR11-271	11	11q24.1
390264	OR10G4	OR11-278	11	11q24.2
390265	OR10G7	OR11-283	11	11q24.2
390266	OR10D4P	OR10D4|OR10D6P	11	11q24.2
390267	OR10N1P	-	11	11q24.2
390269	OR8F1P	-	11	11q24.2
390271	OR8B3	OR11-311	11	11q24.2
390273	OR8A2P	-	11	11q24.2
390274	OR8B10P	-	11	11q24.2
390275	OR8A1	OR11-318|OST025	11	11q24.2
390282	LOC390282	-	12	12p13.32
390283	RPL31P10	RPL31_15_1198	12	12p13.31
390284	SRP14P1	-	12	12p13.31
390288	OR7E84P	OR7E54P|OST185	4	4p16.1
390294	HNRNPABP1	-	12	12p13.2
390297	PSMC1P8	-	12	12p12.3
390298	TIMM17BP1	-	12	12p12.3
390301	ST13P9	-	12	12p11.1
390306	LOC390306	-	12	12q12
390308	LOC390308	-	12	12q12
390311	PHBP18	-	12	12q13.11
390313	OR5BS1P	OR5BS1	12	12q13.11
390314	LOC390314	-	12	12q13.12
390318	OR10U1P	-	12	12q13.2
390320	OR6C5P	-	12	12q13.2
390321	OR6C1	OST267	12	12q13.2
390322	OR6C7P	-	12	12q13.2
390323	OR6C75	-	12	12q13.2
390324	OR6C71P	-	12	12q13.2
390326	OR6C76	-	12	12q13.2
390327	OR6C70	-	12	12q13.2
390329	OR6U2P	OR6U1P	12	12q13.2
390332	LOC390332	-	12	12q13.3
390340	PDCL3P7	-	12	12q14.3
390345	RPL10P13	-	12	12q21.2
390352	EEF1A1P33	-	12	12q23.1
390354	RPL18AP3	RPL18A_6_1273|bcm182	12	12q23.3
390358	LOC390358	-	12	12q23.3
390363	CLIC1P1	-	12	12q24.31
390378	PPIAP28	-	13	13q12.11
390394	EIF4A1P5	-	13	13q13.3
390402	AKR1B1P4	ALDRL4	13	13q14.13
390403	FAM206BP	-	13	13q14.13
390407	EIF4A1P6	-	13	13q21.2
390411	NPM1P22	-	13	13q21.32
390413	RPL7P44	RPL7_17_1325	13	13q22.3
390415	CCT5P2	CCT5-P1	13	13q31.1
390418	KRT18P27	-	13	13q31.3
390419	PPIAP23	-	13	13q31.3
390421	GAPDHP22	-	13	13q32.3
390423	ARF4P3	-	13	13q32.3
390424	ATP5MC1P5	ATP5G1P5	13	13q33.3
390429	OR4N2	OR14-13|OR14-8	14	14q11.2
390431	OR4K2	OR14-15	14	14q11.2
390432	OR4Q2	OR4Q2P	14	14q11.2
390433	OR4K13	OR14-27	14	14q11.2
390434	OR4U1P	OR14-23	14	14q11.2
390435	OR4T1P	-	14	14q11.2
390436	OR4K17	OR14-29	14	14q11.2
390437	OR4N5	-	14	14q11.2
390438	OR11G1P	-	14	14q11.2
390439	OR11G2	OR14-34	14	14q11.2
390440	OR11H5P	-	14	14q11.2
390441	OR11H7	OR11H7P	14	14q11.2
390442	OR11H4	OR14-36	14	14q11.2
390443	RNASE9	HEL128|RAK1|h461	14	14q11.2
390445	OR5AU1	OR14-38	14	14q11.2
390472	KRT8P2	-	14	14q21.2
390482	AKR1B1P5	AKR1B1P	14	14q23.1
390483	SALL4P7	-	14	14q23.1
390501	MPPE1P1	MPPE1P	14	14q31.3
390502	SERPINA2	ARGS|ATR|PIL|SERPINA2P|psiATR	14	14q32.13
390503	ADIPOR1P2	-	14	14q32.13
390530	IGHV1OR21-1	-	21	21p11.2
390531	IGHV1OR15-9	IGHV1OR159|VSIG7	15	15q11.1
390535	GOLGA8EP	GOLGA8E	15	15q11.2
390538	OR4M2	OR15-3	15	15q11.2
390539	OR4N3P	OR15-2	15	15q11.2
390560	DNM1DN4-1	DNM1DN4.1	15	15q13.3
390561	HERC2P10	-	15	15q13.2
390572	PRELID1P4	-	15	15q14
390576	RPS15P8	RPS15_4_1425	15	15q14
390578	RPLP0P10	RPLP0_5_1426	15	15q15.1
390581	ATP5PDP1	ATP5HP1|HsT18164	15	15q15.2
390586	LOC390586	-	15	15q21.3
390594	KBTBD13	HCG1645727|NEM6	15	15q22.31
390595	UBAP1L	UBAP-1L	15	15q22.31
390597	LETM1P1	-	15	15q22.31
390598	SKOR1	CORL1|FUSSEL15|LBXCOR1	15	15q23
390600	LOC390600	-	15	15q23
390601	KRT8P9	-	15	15q23
390610	KRT8P23	-	15	15q24.3
390612	RPL18P11	RPL18_4_1455	15	15q25.1
390614	LOC390614	-	15	15q25.1
390616	ANKRD34C	-	15	15q25.1
390617	LOC390617	-	15	15q25.1
390618	LOC390618	-	15	15q25.1
390627	CSPG4P10	-	15	15q25.2
390634	KRT18P47	-	15	15q26.1
390637	GDPGP1	C15orf58|VTC2	15	15q26.1
390638	LOC390638	-	15	15q26.1
390643	PGAM1P12	-	15	15q26.2
390648	OR4F6	OR15-15|OR4F12	15	15q26.3
390649	OR4F15	-	15	15q26.3
390650	OR4F14P	OR4F14	15	15q26.3
390651	OR4F13P	GPCRLTM7	15	15q26.3
390652	OR4F28P	-	15	15q26.3
390660	ADAMTS7P1	ADAMTS7P2	15	15q25.2
390664	C1QTNF8	CTRP8|UNQ5829	16	16p13.3
390667	PTX4	C16orf38	16	16p13.3
390671	RPL18P12	RPL18_8_1468	16	16p13.3
390688	CDC37P1	A-761H5.2	16	16p11.2
390705	LOC390705	-	16	16p11.2
390714	LOC390714	-	16	16p11.2
390729	RPL10P14	-	16	16q12.1
390730	PHBP21	-	16	16q12.2
390732	CES1P2	-	16	16q12.2
390735	RPS15AP34	RPS15A_22_1489	16	16q21
390739	LOC390739	-	16	16q22.2
390748	PABPN1L	PABPNL1|ePABP2	16	16q24.3
390756	OR3A4P	OLFRA05|OLFRA06|OR17-13|OR17-16|OR17-24|OR17-25|OR24|OR25|OR3A4|OR3A5P	17	17p13.3
390766	RNASEH1P2	-	17	17p11.2
390788	CCL3P1	CCL3L2|G0S19-3|LD78gamma|SCYA3L2	17	17q12
390790	ARL5C	ARL12	17	17q12
390791	PPIAP54	-	17	17q21.2
390792	KRT39	CK-39|K39|KA35	17	17q21.2
390800	RPL7L1P5	-	17	17q21.31
390806	LOC390806	-	17	17q23.3
390811	POLR3KP2	-	17	17q25.1
390816	THA1P	GLY1	17	17q25.3
390831	PMM2P1	-	18	18p11.22
390834	FEM1AP2	-	18	18p11.21
390836	OR4K8P	OR18-1|OR4K9P	18	18p11.21
390843	EIF4A3P1	-	18	18q11.2
390844	ARIH2P1	ARIH2P	18	18q12.1
390846	LOC390846	-	18	18q12.1
390848	RPS15AP35	RPS15A_23_1592	18	18q12.1
390856	RPL29P32	RPL29_21_1603	18	18q21.2
390857	RPSAP57	RPSA_29_1604	18	18q21.2
390858	OACYLP	ACYL3P	18	18q21.32
390860	LOC390860	-	18	18q21.32
390872	OR4F8P	OR4F20P|OR4F9P	19	19p13.3
390874	ONECUT3	OC3	19	19p13.3
390876	LOC390876	-	19	19p13.3
390877	LOC390877	-	19	19p13.3
390882	OR7G2	OR19-6|OST260	19	19p13.2
390883	OR7G3	OST085	19	19p13.2
390885	OR7E18P	HSTPCR26P|OR19-14|OR7E61|OR7E98P|TPCR26	19	19p13.2
390886	OR7H1P	OR7H1	19	19p13.2
390892	OR7A10	BC85395_3|OR19-18	19	19p13.12
390894	OR7A2P	OLF4p|OR19-18|OR7A2|OR7A7|hg1003	19	19p13.12
390895	OR7A1P	OLF4p|OR19-3|OR7A6P|hg513	19	19p13.12
390904	KRT18P40	-	19	19p12
390916	NUDT19	RP2	19	19q13.11
390924	EEF1A1P7	EEF1AL5	19	19q13.12
390927	ZNF793	-	19	19q13.12
390928	ACP7	PAPL|PAPL1	19	19q13.2
390933	LOC390933	-	19	19q13.2
390937	LOC390937	-	19	19q13.2
390940	PINLYP	-	19	19q13.31
390948	HNRNPMP2	-	19	19q13.32
390949	RPL23AP80	RPL23A_35_1661	19	19q13.33
390956	PPIAP59	-	19	19q13.41
390963	ZNF818P	ZNF818	19	19q13.42
390980	ZNF805	-	19	19q13.43
390992	HES3	bHLHb43	1	1p36.31
390993	RPL7AP18	RPL7A_1_5	1	1p36.23
390996	CFL1P6	CFLP6	1	1p36.22
390997	LOC390997	-	1	1p36.22
390998	RPL10P17	-	1	1p36.22
390999	PRAMEF12	-	1	1p36.21
391002	PRAMEF8	PRAMEF24	1	1p36.21
391003	PRAMEF18	-	1	1p36.21
391004	PRAMEF17	-	1	1p36.21
